Lo siento BB - Bad Bunny,Lo siento BB - Bad Bunny,La Santa - Bad Bunny,La Santa - Bad Bunny,Capricho 24 - Paganini,Capricho 24 - Paganini,BICHOTA - KAROL G,BICHOTA - KAROL G,Bangarang - Skrillex,Bangarang - Skrillex
time,hz,time,hz,time,hz,time,hz,time,hz
3.2556916099773243,581.396484375,3.4424489795918367,699.8291015625,3.2621315192743765,1345.8251953125,5.577414965986395,549.0966796875,6.879818594104308,796.728515625
3.3480272108843536,516.796875,3.532426303854875,355.2978515625,3.351201814058957,893.6279296875,5.6702947845804985,549.0966796875,6.973877551020408,936.6943359375
3.5338775510204083,527.5634765625,3.535328798185941,699.8291015625,3.4536054421768707,2024.12109375,5.946938775510204,312.2314453125,7.065487528344671,785.9619140625
3.6266666666666665,516.796875,3.6253061224489795,355.2978515625,3.546485260770975,2024.12109375,6.039818594104308,312.2314453125,7.158367346938776,785.9619140625
3.7196371882086168,527.5634765625,3.7169160997732424,204.5654296875,3.825124716553288,2024.12109375,6.1347845804988665,559.86328125,7.3441269841269845,785.9619140625
3.8124263038548754,516.796875,3.7173696145124717,258.3984375,4.001451247165533,904.39453125,6.227573696145125,549.0966796875,7.437006802721088,785.9619140625
3.90530612244898,516.796875,3.809795918367347,204.5654296875,4.090521541950113,452.197265625,6.318185941043084,279.931640625,7.622766439909297,785.9619140625
3.998185941043084,516.796875,3.9026757369614513,204.5654296875,4.094331065759637,904.39453125,6.3205442176870745,559.86328125,7.7155555555555555,775.1953125
4.091065759637188,516.796875,3.99546485260771,193.798828125,4.1834013605442175,452.197265625,6.4110657596371885,279.931640625,7.808526077097506,785.9619140625
4.0955102040816325,1044.3603515625,4.08843537414966,204.5654296875,4.187210884353742,904.39453125,6.413333333333333,549.0966796875,7.90140589569161,785.9619140625
4.183945578231293,516.796875,4.088526077097506,215.33203125,4.280090702947846,904.39453125,6.689705215419501,279.931640625,8.08843537414966,936.6943359375
4.276825396825397,516.796875,4.181315192743764,204.5654296875,4.372879818594105,893.6279296875,6.782585034013605,279.931640625,8.196462585034014,2734.716796875
4.369795918367347,527.5634765625,4.273378684807256,107.666015625,4.462040816326531,452.197265625,6.875374149659864,269.1650390625,8.289433106575963,2745.4833984375
4.378412698412698,1550.390625,4.274285714285714,215.33203125,4.465668934240362,882.861328125,6.968344671201814,279.931640625,8.365804988662132,785.9619140625
4.4629478458049885,559.86328125,4.368253968253968,344.53125,4.5600907029478455,1065.8935546875,7.060589569160998,204.5654296875,8.458684807256235,785.9619140625
4.5554648526077095,516.796875,4.461133786848072,344.53125,4.65297052154195,1065.8935546875,7.4327437641723355,279.931640625,8.830204081632653,785.9619140625
4.648163265306122,495.263671875,4.554013605442177,344.53125,4.7443990929705215,893.6279296875,7.52562358276644,279.931640625,8.923083900226757,785.9619140625
4.741043083900227,495.263671875,4.646893424036281,344.53125,4.846984126984127,2045.654296875,7.618503401360544,279.931640625,9.015963718820862,785.9619140625
4.749206349206349,1464.2578125,4.739863945578231,355.2978515625,4.928344671201814,678.2958984375,7.711383219954649,279.931640625,9.294603174603175,785.9619140625
4.833741496598639,473.73046875,4.832743764172336,355.2978515625,5.026938775510204,1356.591796875,7.804263038548753,279.931640625,9.573151927437642,775.1953125
4.92671201814059,484.4970703125,4.924807256235828,258.3984375,5.032743764172336,2045.654296875,8.364444444444445,624.462890625,10.684807256235828,430.6640625
5.019591836734694,484.4970703125,5.017233560090703,204.5654296875,5.115918367346938,893.6279296875,8.549659863945578,559.86328125,17.372154195011337,430.6640625
5.1124716553287985,484.4970703125,5.017687074829932,258.3984375,5.1257142857142854,2056.4208984375,9.013514739229025,495.263671875,21.739319727891157,645.99609375
5.20562358276644,516.796875,5.110113378684807,204.5654296875,5.209795918367347,1012.060546875,9.10639455782313,495.263671875,25.185215419501134,1754.9560546875
5.298321995464852,495.263671875,5.202993197278912,204.5654296875,5.299773242630385,667.529296875,9.199274376417234,495.263671875,26.286621315192743,193.798828125
5.391111111111111,484.4970703125,5.295873015873016,204.5654296875,5.483537414965986,430.6640625,9.382947845804988,247.6318359375,26.37950113378685,193.798828125
5.399365079365079,1464.2578125,5.295963718820862,215.33203125,5.576054421768707,387.59765625,9.754467120181406,247.6318359375,30.186122448979592,21.533203125
5.484081632653061,495.263671875,5.388299319727891,150.732421875,5.673287981859411,904.39453125,9.845260770975056,0.0,34.551473922902495,21.533203125
5.576961451247166,495.263671875,5.4812698412698415,161.4990234375,5.766167800453514,904.39453125,9.84734693877551,247.6318359375,38.35954648526077,21.533203125
5.762721088435375,495.263671875,5.48172335600907,215.33203125,5.859047619047619,904.39453125,9.940226757369615,247.6318359375,38.916825396825395,21.533203125
5.775056689342404,1959.521484375,5.574149659863946,161.4990234375,5.952018140589569,915.1611328125,10.03310657596372,247.6318359375,42.72489795918367,21.533203125
5.855600907029478,495.263671875,5.668571428571428,344.53125,6.044716553287982,893.6279296875,10.125986394557824,247.6318359375,47.36907029478458,43.06640625
5.948843537414966,538.330078125,5.761541950113378,355.2978515625,6.137687074829932,904.39453125,10.49750566893424,247.6318359375,51.734421768707485,43.06640625
6.041995464852608,570.6298828125,5.854331065759637,344.53125,6.231836734693878,1055.126953125,10.590385487528344,247.6318359375,56.00698412698413,53.8330078125
6.134875283446712,570.6298828125,5.9472108843537415,344.53125,6.323446712018141,904.39453125,10.683356009070295,258.3984375,56.099773242630384,43.06640625
6.227845804988662,581.396484375,5.950204081632653,699.8291015625,6.416326530612245,904.39453125,10.685351473922902,495.263671875,60.37233560090703,53.8330078125
6.320725623582766,581.396484375,6.039546485260771,279.931640625,6.509206349206349,904.39453125,11.242176870748299,441.4306640625,60.46512471655329,43.06640625
6.330612244897959,1754.9560546875,6.132426303854875,279.931640625,6.611519274376417,2024.12109375,11.522721088435373,667.529296875,63.068934240362815,419.8974609375
6.413605442176871,581.396484375,6.22530612244898,279.931640625,6.704489795918367,2034.8876953125,12.634467120181405,333.7646484375,63.06902494331066,430.6640625
6.506575963718821,592.1630859375,6.318185941043084,279.931640625,6.79156462585034,1345.8251953125,12.918639455782312,990.52734375,63.16199546485261,441.4306640625
6.599455782312925,592.1630859375,6.4110657596371885,279.931640625,6.797278911564626,2024.12109375,13.011519274376417,990.52734375,63.254784580498864,430.6640625
6.692244897959184,581.396484375,6.503764172335601,258.3984375,6.89015873015873,2024.12109375,14.400997732426303,549.0966796875,63.43736961451247,53.8330078125
6.785124716553288,581.396484375,6.595827664399093,161.4990234375,7.064489795918368,667.529296875,14.493877551020407,549.0966796875,64.6497052154195,635.2294921875
6.878004535147392,581.396484375,6.596643990929706,258.3984375,7.157369614512471,667.529296875,15.235102040816326,333.7646484375,65.11210884353741,398.3642578125
6.9707936507936505,570.6298828125,6.688707482993197,161.4990234375,7.34312925170068,667.529296875,15.513560090702947,312.2314453125,65.20526077097506,430.6640625
7.063764172335601,581.396484375,6.689614512471655,269.1650390625,7.4380045351473925,904.39453125,15.606439909297052,312.2314453125,65.29804988662131,419.8974609375
7.156643990929705,581.396484375,6.781496598639456,150.732421875,7.530702947845805,882.861328125,15.884807256235828,279.931640625,65.57360544217687,53.8330078125
7.24952380952381,581.396484375,6.782403628117914,258.3984375,7.62358276643991,882.861328125,16.627573696145124,247.6318359375,65.76272108843537,452.197265625
7.34249433106576,592.1630859375,6.874467120181406,161.4990234375,7.716553287981859,893.6279296875,17.373151927437643,549.0966796875,66.2292970521542,710.595703125
7.4353741496598635,592.1630859375,6.875283446712018,258.3984375,7.809614512471655,915.1611328125,18.02095238095238,269.1650390625,66.7859410430839,635.2294921875
7.528253968253968,592.1630859375,6.9688888888888885,344.53125,7.902403628117914,904.39453125,18.116190476190475,549.0966796875,67.06249433106576,387.59765625
7.621133786848072,592.1630859375,7.061768707482993,344.53125,7.995283446712018,904.39453125,18.66920634920635,43.06640625,67.24544217687075,53.8330078125
7.714013605442177,592.1630859375,7.154648526077097,344.53125,8.088163265306122,904.39453125,18.76408163265306,279.931640625,67.34122448979592,398.3642578125
7.806802721088435,581.396484375,7.246984126984127,279.931640625,8.096598639455783,1905.6884765625,19.228208616780044,247.6318359375,67.43428571428572,419.8974609375
7.89968253968254,581.396484375,7.339863945578231,279.931640625,8.18095238095238,893.6279296875,19.50657596371882,215.33203125,67.52734693877551,441.4306640625
7.992562358276644,581.396484375,7.4327437641723355,279.931640625,8.27392290249433,904.39453125,19.599455782312926,215.33203125,67.80272108843538,53.8330078125
8.085442176870748,581.396484375,7.52562358276644,279.931640625,8.365895691609976,796.728515625,20.25251700680272,559.86328125,69.0150566893424,635.2294921875
8.178321995464852,581.396484375,7.618503401360544,279.931640625,8.45795918367347,699.8291015625,20.25877551020408,1302.7587890625,69.1059410430839,398.3642578125
8.271201814058957,581.396484375,7.711383219954649,279.931640625,8.562721088435374,2110.25390625,20.993832199546485,355.2978515625,69.47736961451247,387.59765625
8.364081632653061,581.396484375,7.8040816326530615,258.3984375,8.643718820861679,699.8291015625,21.36498866213152,312.2314453125,69.66358276643992,441.4306640625
8.457052154195011,592.1630859375,7.80625850340136,516.796875,8.740770975056689,1195.0927734375,21.5481179138322,0.0,71.42784580498866,387.59765625
8.549931972789116,592.1630859375,7.896689342403628,226.0986328125,8.833560090702948,1184.326171875,21.83047619047619,441.4306640625,72.16807256235828,53.8330078125
8.64281179138322,592.1630859375,7.989659863945578,236.865234375,8.922539682539682,721.3623046875,21.921995464852607,279.931640625,73.84272108843537,387.59765625
8.735600907029479,581.396484375,8.082539682539682,236.865234375,9.015419501133787,721.3623046875,22.014875283446713,279.931640625,73.9360544217687,441.4306640625
8.828480725623583,581.396484375,8.175419501133787,236.865234375,9.107845804988662,667.529296875,22.10748299319728,247.6318359375,74.30430839002267,53.8330078125
8.921360544217688,581.396484375,8.27092970521542,549.0966796875,9.201904761904762,807.4951171875,22.200634920634922,279.931640625,76.16498866213152,419.8974609375
9.013696145124717,516.796875,8.373242630385487,1668.8232421875,9.29469387755102,796.728515625,22.670929705215418,979.7607421875,77.92662131519275,53.8330078125
9.106575963718821,516.796875,8.456780045351474,559.86328125,9.39437641723356,1604.2236328125,22.757913832199545,279.931640625,78.48390022675737,53.8330078125
9.20390022675737,1044.3603515625,8.549659863945578,559.86328125,9.48045351473923,796.728515625,23.039727891156463,656.7626953125,78.76371882086168,193.798828125
9.292335600907029,516.796875,8.642539682539683,559.86328125,9.57342403628118,807.4951171875,23.12934240362812,269.1650390625,80.34104308390023,0.0
9.385306122448979,527.5634765625,8.737687074829932,829.0283203125,9.666303854875283,807.4951171875,23.132607709750566,656.7626953125,81.00698412698412,1873.388671875
9.478095238095237,516.796875,8.826666666666666,366.064453125,9.76,904.39453125,23.225487528344672,656.7626953125,82.57088435374149,86.1328125
9.570975056689342,516.796875,8.919365079365079,344.53125,9.852063492063492,807.4951171875,23.31827664399093,645.99609375,83.87882086167801,990.52734375
9.663854875283446,516.796875,9.012244897959183,344.53125,9.944943310657596,807.4951171875,23.41124716553288,656.7626953125,84.70639455782313,0.0
9.668390022675737,1055.126953125,9.105124716553288,344.53125,10.048163265306123,2034.8876953125,23.504126984126984,656.7626953125,86.5643537414966,43.06640625
9.75673469387755,516.796875,9.198639455782313,419.8974609375,10.135328798185942,1356.591796875,23.594104308390023,312.2314453125,86.86566893424036,2734.716796875
9.849614512471655,516.796875,9.289977324263038,236.865234375,10.234013605442177,2045.654296875,24.337142857142858,312.2314453125,86.9651700680272,3520.6787109375
9.94249433106576,516.796875,9.382857142857143,236.865234375,10.411700680272109,1087.4267578125,26.00671201814059,43.06640625,91.3015873015873,86.1328125
10.035374149659864,516.796875,9.673560090702948,1668.8232421875,10.499954648526078,538.330078125,26.103854875283446,549.0966796875,92.51709750566893,1044.3603515625
10.128344671201814,527.5634765625,9.757097505668934,559.86328125,10.504580498866213,1087.4267578125,27.58730158730159,236.865234375,92.60952380952381,990.52734375
10.221133786848073,516.796875,9.849886621315193,549.0966796875,10.60580498866213,2077.9541015625,27.959455782312926,312.2314453125,93.43709750566893,0.0
10.31374149659864,484.4970703125,9.941678004535147,419.8974609375,10.69859410430839,2067.1875,28.05233560090703,312.2314453125,95.2950566893424,43.06640625
10.321904761904761,1453.4912109375,9.942857142857143,559.86328125,10.77859410430839,538.330078125,29.166621315192742,279.931640625,95.69587301587302,3520.6787109375
10.40671201814059,495.263671875,10.038004535147392,829.0283203125,10.78312925170068,1076.66015625,30.188662131519273,322.998046875,97.80244897959183,0.0
10.414875283446712,1464.2578125,10.126984126984127,366.064453125,10.871473922902494,538.330078125,30.580952380952382,2788.5498046875,100.0322902494331,86.1328125
10.499501133786849,484.4970703125,10.220226757369614,409.130859375,10.965804988662132,710.595703125,30.838458049886622,279.931640625,101.34022675736962,990.52734375
10.592471655328799,495.263671875,10.312562358276644,344.53125,11.058775510204082,721.3623046875,30.931337868480725,279.931640625,104.42657596371882,3520.6787109375
10.685351473922902,495.263671875,10.405532879818594,355.2978515625,11.151655328798187,721.3623046875,31.955374149659864,559.86328125,106.53315192743764,0.0
10.77814058956916,484.4970703125,10.49705215419501,193.798828125,11.246893424036282,1001.2939453125,33.53170068027211,247.6318359375,110.07092970521542,990.52734375
10.871020408163265,484.4970703125,10.58984126984127,183.0322265625,11.335600907029479,506.0302734375,35.021043083900224,635.2294921875,113.1318820861678,506.0302734375
10.964172335600907,516.796875,10.682721088435374,183.0322265625,11.339773242630386,1001.2939453125,35.944489795918365,0.0,114.15256235827664,387.59765625
11.056780045351474,484.4970703125,10.775600907029478,183.0322265625,11.429297052154196,602.9296875,36.03972789115646,279.931640625,115.26448979591837,75.3662109375
11.149750566893424,495.263671875,10.86984126984127,344.53125,11.43265306122449,1001.2939453125,36.41133786848073,290.6982421875,117.40072562358277,75.3662109375
11.242539682539682,484.4970703125,10.962721088435375,344.53125,11.5221768707483,602.9296875,36.783038548752835,312.2314453125,119.63002267573697,96.8994140625
11.335419501133787,484.4970703125,11.05560090702948,344.53125,11.618956916099773,1065.8935546875,36.96671201814059,64.599609375,123.99510204081632,64.599609375
11.428390022675737,495.263671875,11.983038548752834,183.0322265625,11.711292517006802,1001.2939453125,37.15310657596372,139.9658203125,128.36072562358277,96.8994140625
11.51827664399093,139.9658203125,12.634013605442178,279.931640625,11.806984126984126,1335.05859375,37.1546485260771,322.998046875,132.72607709750568,96.8994140625
11.611065759637189,129.19921875,12.912290249433106,236.865234375,11.812970521541951,2045.654296875,37.52580498866213,279.931640625,132.81913832199547,118.4326171875
11.703945578231293,129.19921875,13.190113378684806,139.9658203125,11.905850340136054,2045.654296875,37.802086167800454,0.0,132.91192743764174,107.666015625
11.796825396825398,129.19921875,13.283537414965986,204.5654296875,11.992834467120181,1345.8251953125,37.89705215419501,247.6318359375,133.09759637188208,96.8994140625
11.982585034013605,129.19921875,13.563356009070295,344.53125,12.081904761904761,893.6279296875,38.268843537414966,279.931640625,133.19038548752835,86.1328125
12.076009070294784,193.798828125,13.6562358276644,344.53125,12.174875283446712,904.39453125,39.01215419501134,312.2314453125,133.2833560090703,96.8994140625
12.168888888888889,193.798828125,13.752108843537416,699.8291015625,12.269024943310658,1055.126953125,39.1956462585034,43.06640625,133.37614512471654,86.1328125
12.539863945578231,129.19921875,13.934965986394557,355.2978515625,12.357460317460317,527.5634765625,39.29079365079365,312.2314453125,133.4691156462585,96.8994140625
12.632743764172336,129.19921875,14.770884353741497,355.2978515625,12.467120181405896,2519.384765625,39.66231292517007,312.2314453125,133.56507936507936,462.9638671875
12.72562358276644,129.19921875,14.863673469387756,344.53125,12.546303854875283,893.6279296875,39.75519274376417,312.2314453125,133.6548752834467,96.8994140625
12.823945578231292,775.1953125,15.142403628117913,355.2978515625,12.730612244897959,721.3623046875,40.03337868480725,258.3984375,133.74766439909297,86.1328125
12.916734693877551,764.4287109375,15.234467120181407,258.3984375,12.820408163265306,355.2978515625,40.405351473922906,312.2314453125,133.84054421768707,86.1328125
13.192108843537415,376.8310546875,16.06920634920635,118.4326171875,12.9156462585034,635.2294921875,40.498231292517005,312.2314453125,133.93351473922903,96.8994140625
13.470839002267574,387.59765625,16.163990929705214,344.53125,13.008616780045351,645.99609375,40.58848072562358,0.0,134.0263038548753,86.1328125
13.563537414965987,366.064453125,16.25687074829932,344.53125,13.194557823129252,667.529296875,40.77596371882086,204.5654296875,134.1191836734694,86.1328125
13.656417233560092,366.064453125,16.259863945578232,699.8291015625,13.299138321995464,2056.4208984375,41.148390022675734,312.2314453125,134.21215419501135,96.8994140625
13.749297052154194,366.064453125,16.349206349206348,279.931640625,13.379773242630385,602.9296875,41.24126984126984,312.2314453125,134.3049433106576,86.1328125
14.030385487528344,656.7626953125,16.442086167800454,279.931640625,13.476009070294785,1001.2939453125,42.16743764172335,0.0,134.3978231292517,86.1328125
14.123265306122448,656.7626953125,16.534965986394557,279.931640625,13.568888888888889,1001.2939453125,42.26249433106576,258.3984375,134.49079365079365,96.8994140625
14.216145124716553,656.7626953125,17.09124716553288,161.4990234375,13.66095238095238,904.39453125,42.634195011337866,279.931640625,134.58358276643992,86.1328125
14.490521541950113,150.732421875,17.09206349206349,258.3984375,13.75374149659864,893.6279296875,43.00453514739229,139.9658203125,134.67655328798185,96.8994140625
14.583401360544217,150.732421875,17.742403628117913,279.931640625,13.846621315192744,893.6279296875,43.3772335600907,279.931640625,134.76943310657597,96.8994140625
14.769160997732426,150.732421875,18.116916099773242,635.2294921875,13.939501133786848,893.6279296875,43.65560090702948,247.6318359375,134.86231292517007,96.8994140625
14.956190476190477,301.46484375,18.485079365079365,236.865234375,14.032380952380953,893.6279296875,43.74848072562358,247.6318359375,134.9551020408163,86.1328125
15.141768707482994,279.931640625,18.580589569161,549.0966796875,14.125260770975057,893.6279296875,44.39691609977324,43.06640625,135.04816326530613,107.666015625
15.32671201814059,183.0322265625,18.682902494331067,1668.8232421875,14.218140589569161,893.6279296875,44.491791383219955,279.931640625,135.14104308390023,107.666015625
15.420498866213151,290.6982421875,21.45605442176871,96.8994140625,14.311111111111112,904.39453125,44.770702947845805,312.2314453125,135.2340136054422,118.4326171875
15.512471655328799,183.0322265625,21.54893424036281,96.8994140625,14.403990929705216,904.39453125,44.86358276643991,312.2314453125,135.3267120181406,96.8994140625
16.163809523809523,322.998046875,22.105759637188207,43.06640625,14.496870748299319,904.39453125,45.13995464852608,43.06640625,135.4195918367347,96.8994140625
16.25659863945578,312.2314453125,22.755555555555556,0.0,14.589750566893423,904.39453125,45.23455782312925,247.6318359375,135.4204081632653,193.798828125
16.534149659863946,183.0322265625,23.592380952380953,107.666015625,14.682630385487528,904.39453125,45.60662131519275,312.2314453125,135.5124716553288,96.8994140625
16.998820861678006,215.33203125,23.685260770975056,107.666015625,14.775419501133786,893.6279296875,46.349115646258504,247.6318359375,135.6053514739229,96.8994140625
17.09170068027211,215.33203125,23.96517006802721,258.3984375,14.868390022675737,904.39453125,46.99927437641723,247.6318359375,135.70068027210885,387.59765625
17.277732426303857,247.6318359375,24.056780045351474,107.666015625,14.961179138321995,893.6279296875,47.09269841269841,312.2314453125,135.88399092970522,96.8994140625
17.37015873015873,193.798828125,24.14965986394558,107.666015625,15.055510204081633,1065.8935546875,48.021133786848075,269.1650390625,135.97687074829932,96.8994140625
17.463038548752834,193.798828125,24.242539682539682,107.666015625,15.148390022675738,1065.8935546875,48.20662131519274,236.865234375,136.0696598639456,86.1328125
17.746666666666666,785.9619140625,26.579138321995465,1841.0888671875,15.162902494331066,2788.5498046875,48.485623582766436,279.931640625,136.16263038548752,96.8994140625
17.834557823129252,193.798828125,26.75002267573696,75.3662109375,15.24126984126984,1065.8935546875,48.57850340136054,279.931640625,136.25551020408165,96.8994140625
17.927891156462586,247.6318359375,27.86984126984127,699.8291015625,15.25578231292517,2788.5498046875,48.85596371882086,139.9658203125,136.3482993197279,86.1328125
18.02077097505669,247.6318359375,29.913197278911564,699.8291015625,15.334149659863945,1065.8935546875,49.22866213151927,279.931640625,136.44117913832198,86.1328125
18.113650793650795,247.6318359375,30.096961451247164,462.9638671875,15.348662131519275,2788.5498046875,49.508390022675734,409.130859375,136.53414965986394,96.8994140625
18.206621315192745,258.3984375,30.652607709750566,269.1650390625,15.42702947845805,1065.8935546875,49.97170068027211,279.931640625,136.6269387755102,86.1328125
18.299501133786848,258.3984375,30.83800453514739,226.0986328125,15.519727891156462,1044.3603515625,50.71501133786848,312.2314453125,136.7198185941043,86.1328125
18.392471655328798,269.1650390625,31.3027664399093,269.1650390625,15.612607709750566,1044.3603515625,50.89850340136054,43.06640625,136.81278911564627,96.8994140625
18.67047619047619,193.798828125,31.579954648526076,96.8994140625,15.704308390022677,904.39453125,50.993650793650794,312.2314453125,136.90566893424037,96.8994140625
18.85705215419501,290.6982421875,32.41541950113378,43.06640625,15.79718820861678,904.39453125,51.45804988662132,312.2314453125,136.99854875283447,96.8994140625
18.949569160997733,247.6318359375,32.50829931972789,43.06640625,15.888072562358277,667.529296875,52.57297052154195,355.2978515625,137.09142857142857,96.8994140625
19.042448979591835,247.6318359375,32.601179138321996,43.06640625,15.899229024943311,1991.8212890625,53.599546485260774,936.6943359375,137.27727891156462,107.666015625
19.228027210884353,226.0986328125,33.43709750566894,43.06640625,15.980952380952381,667.529296875,53.87265306122449,279.931640625,137.37024943310658,118.4326171875
19.599727891156462,247.6318359375,35.10902494331066,53.8330078125,15.982947845804988,904.39453125,55.08009070294784,279.931640625,137.462947845805,96.8994140625
19.971156462585036,236.865234375,36.13079365079365,64.599609375,16.072743764172337,538.330078125,55.17297052154195,279.931640625,137.55573696145126,86.1328125
20.43981859410431,742.8955078125,36.50240362811791,75.3662109375,16.07718820861678,1065.8935546875,55.45160997732426,279.931640625,137.6487074829932,96.8994140625
