time,hz
0.00010416666666666667,234.375
0.021458333333333333,281.25
0.043729166666666666,2390.625
0.04533333333333334,6000.0
0.0650625,2390.625
0.085875,1218.75
0.08695833333333333,3656.25
0.10720833333333334,1218.75
0.10827083333333333,3609.375
0.12854166666666667,1218.75
0.129625,3656.25
0.14983333333333335,1125.0
0.19254166666666667,1218.75
0.213875,1218.75
0.23520833333333332,1218.75
0.25654166666666667,1218.75
0.2777291666666667,890.625
0.277875,1218.75
0.3848125,1828.125
0.4065416666666667,2718.75
0.4274791666666667,1828.125
0.4278958333333333,2765.625
0.4488125,1828.125
0.4492083333333333,2718.75
0.4701458333333333,1828.125
0.4705416666666667,2718.75
0.5339583333333333,1406.25
0.5552083333333333,1218.75
0.5766041666666667,1359.375
0.5983958333333333,2390.625
0.6197291666666667,2390.625
0.6213333333333333,6000.0
0.6406458333333334,1453.125
0.6618125,1078.125
0.7265416666666666,2718.75
0.747875,2718.75
0.7692083333333334,2718.75
0.7899375,1359.375
0.7905208333333333,2671.875
0.81125,1312.5
0.8752708333333333,1359.375
0.8966041666666666,1359.375
0.9179375,1359.375
0.9392708333333334,1359.375
0.9612083333333333,2718.75
1.0459375,1359.375
1.0672708333333334,1359.375
1.0886041666666666,1359.375
1.1099375,1359.375
1.1312708333333332,1359.375
1.2166041666666667,1359.375
1.2379375,1359.375
1.25925,1312.5
1.2810625,2390.625
1.3023958333333334,2390.625
1.3659375,1359.375
1.3872708333333332,1359.375
1.4090833333333332,2437.5
1.4303958333333333,2390.625
1.4512083333333334,1218.75
1.45175,2437.5
1.4725416666666666,1218.75
1.4730625,2390.625
1.4938333333333333,1125.0
1.5365416666666667,1218.75
1.557875,1218.75
1.5791875,1171.875
1.58025,3562.5
1.6005416666666668,1218.75
1.6217291666666667,890.625
1.6431875,1171.875
1.6858333333333333,1125.0
1.7072083333333334,1218.75
1.7285416666666666,1218.75
1.749875,1218.75
1.7710625,890.625
1.7712083333333333,1218.75
1.7925416666666667,1218.75
1.899875,2718.75
1.9212083333333334,2718.75
1.96375,2437.5
1.9651875,5671.875
1.9852083333333332,2718.75
2.070291666666667,2156.25
2.091625,2156.25
2.1129583333333333,2156.25
2.1338125,1078.125
2.1347916666666666,3281.25
2.1551458333333335,1078.125
2.219145833333333,1078.125
2.240479166666667,1078.125
2.2613333333333334,0.0
2.2618125,1078.125
2.283145833333333,1078.125
2.304,0.0
2.304479166666667,1078.125
2.3258125,1078.125
2.3908958333333334,3515.625
2.4111458333333333,1078.125
2.4324791666666665,1078.125
2.4538333333333333,1125.0
2.4542916666666668,2156.25
2.4766041666666667,4359.375
2.5614583333333334,3281.25
2.5821875,1921.875
2.6026666666666665,0.0
2.646625,2906.25
2.7965833333333334,4312.5
2.8178958333333335,4265.625
2.9019791666666666,1453.125
2.9459166666666667,4312.5
2.96725,4312.5
2.988583333333333,4312.5
3.1151458333333335,1078.125
3.1368125,1828.125
3.158541666666667,2718.75
3.2225208333333333,2671.875
3.243875,2718.75
3.244458333333333,4031.25
3.307729166666667,2390.625
3.3093333333333335,6000.0
3.3290625,2390.625
3.3498125,1078.125
3.4145416666666666,2718.75
3.4993125,1453.125
3.563270833333333,1359.375
3.584604166666667,1359.375
3.6273125,1453.125
3.6485416666666666,1218.75
3.6712083333333334,4218.75
3.7338541666666667,1171.875
3.7552083333333335,1218.75
3.77625,562.5
3.7764375,984.375
3.797416666666667,187.5
3.8191458333333332,1078.125
3.8832916666666666,1406.25
3.9469166666666666,562.5
3.9690625,2390.625
3.9903958333333334,2390.625
4.032479166666667,1078.125
4.1391875,1171.875
4.160479166666667,1078.125
4.1610625,2390.625
4.24725,4312.5
4.288083333333334,187.5
4.309875,1218.75
4.3312083333333335,1218.75
4.352458333333334,1031.25
4.416479166666667,1078.125
4.45875,187.5
4.480416666666667,937.5
4.50175,937.5
4.587875,2718.75
4.65175,2437.5
4.6531875,5671.875
4.6731875,2671.875
4.757770833333334,984.375
4.822020833333333,1546.875
4.88675,3187.5
4.9072708333333335,1359.375
4.928541666666667,1218.75
4.949333333333334,0.0
4.970666666666666,0.0
5.0141875,1921.875
5.035208333333333,1218.75
5.056541666666667,1218.75
5.0778125,1078.125
5.099208333333333,1218.75
5.121541666666666,3468.75
5.144,6000.0
5.164270833333333,3609.375
5.184625,1406.25
5.205979166666666,1453.125
5.207229166666667,4265.625
5.2272083333333335,1218.75
5.248666666666667,1500.0
5.249291666666666,2906.25
5.269958333333333,1406.25
5.270604166666667,2859.375
5.2919375,2859.375
5.312520833333333,1171.875
5.313270833333333,2859.375
5.334604166666667,2859.375
5.355208333333334,1218.75
5.355916666666666,2812.5
5.377270833333333,2859.375
5.398604166666667,2859.375
5.419270833333333,1359.375
5.4405,1125.0
5.5899375,1359.375
5.6111875,1171.875
5.7605208333333335,1171.875
5.973416666666667,187.5
5.995729166666667,2390.625
5.997333333333334,6000.0
6.0170625,2390.625
6.2726041666666665,1359.375
6.315145833333333,1078.125
6.336458333333334,1031.25
6.357854166666667,1171.875
6.4219375,1359.375
6.443270833333333,1359.375
6.5494375,234.375
6.6139375,1359.375
6.656083333333333,187.5
6.678041666666667,1593.75
6.699208333333333,1218.75
6.720479166666666,1078.125
6.933958333333333,1406.25
6.95525,1312.5
6.99925,4312.5
7.020458333333333,4031.25
7.083208333333333,1218.75
7.104541666666667,1218.75
7.147270833333334,1359.375
7.33975,2437.5
7.3411875,5671.875
7.362416666666666,5437.5
7.509458333333333,281.25
7.596229166666666,3515.625
7.660104166666667,3234.375
7.7018125,1078.125
7.787145833333334,1078.125
7.9364375,984.375
8.022604166666667,2859.375
8.043895833333334,2765.625
8.1070625,890.625
8.149645833333333,703.125
8.192666666666666,1500.0
8.256,0.0
8.277875,1218.75
8.343145833333333,4078.125
8.363229166666667,1265.625
8.448604166666666,1359.375
8.490791666666667,281.25
8.512270833333334,609.375
8.533604166666667,609.375
8.533958333333333,1406.25
8.619208333333333,1218.75
8.661333333333333,0.0
8.682666666666666,0.0
8.683125,1031.25
8.704479166666667,1078.125
8.747270833333333,1359.375
8.789875,1218.75
8.8536875,796.875
8.960604166666666,1359.375
8.981354166666666,46.875
9.00275,187.5
9.024604166666666,1359.375
9.1099375,1359.375
9.131270833333334,1359.375
9.152291666666667,656.25
9.174041666666668,1593.75
9.195166666666667,1125.0
9.280604166666667,1359.375
9.3019375,1359.375
9.322666666666667,0.0
9.344083333333334,187.5
9.365729166666666,890.625
9.387083333333333,937.5
9.451270833333334,1359.375
9.472604166666667,1359.375
9.4936875,796.875
9.536666666666667,1500.0
9.6229375,3609.375
9.644291666666666,3656.25
9.664020833333334,46.875
9.685333333333332,0.0
9.707166666666666,1125.0
9.7285625,1265.625
9.750604166666667,2859.375
9.792541666666667,1218.75
9.813916666666668,1312.5
9.8353125,1453.125
9.877604166666666,609.375
9.963208333333334,1218.75
10.027145833333334,1078.125
10.048479166666667,1078.125
10.1338125,1078.125
10.197416666666667,187.5
10.219208333333333,1218.75
10.283270833333333,1359.375
10.304604166666667,1359.375
10.368083333333333,187.5
10.3898125,1078.125
10.4539375,1359.375
10.475270833333333,1359.375
10.5393125,1453.125
10.6458125,1078.125
10.710041666666667,1593.75
10.7306875,46.875
10.795145833333333,1078.125
10.816604166666666,1359.375
10.880666666666666,1500.0
10.9659375,1359.375
10.967125,4031.25
10.988458333333334,4031.25
11.029854166666667,1171.875
11.051166666666667,1125.0
11.072458333333334,1031.25
11.093875,1218.75
11.115208333333333,1218.75
11.136541666666666,1218.75
11.157875,1218.75
11.221604166666667,609.375
11.221958333333333,1406.25
11.285770833333334,984.375
11.307208333333334,1218.75
11.328541666666666,1218.75
11.371458333333333,1781.25
11.392354166666667,796.875
11.392541666666666,1218.75
11.435291666666666,1406.25
11.477875,1218.75
11.499229166666666,1265.625
11.627104166666667,984.375
11.648604166666667,1359.375
11.69075,187.5
11.712604166666667,1359.375
11.733958333333334,1406.25
11.734604166666667,2859.375
11.7978125,1078.125
11.819270833333333,1359.375
11.904395833333334,890.625
11.968708333333334,1593.75
11.991270833333333,4359.375
12.0561875,6421.875
12.075354166666667,1546.875
12.096604166666667,1359.375
12.16,0.0
12.181958333333334,1406.25
12.224666666666666,1500.0
12.246,1500.0
12.311145833333333,4078.125
12.332479166666667,4078.125
12.373875,1218.75
12.39775,6937.5
12.418979166666666,6703.125
12.480541666666667,1218.75
12.504,6000.0
12.523395833333334,1640.625
12.565416666666666,187.5
12.58675,187.5
12.651208333333333,1218.75
12.672541666666667,1218.75
12.715916666666667,2812.5
12.736541666666668,1218.75
12.800541666666666,1218.75
12.821875,1218.75
12.907020833333334,796.875
12.9496875,796.875
12.97075,187.5
12.992541666666666,1218.75
13.013875,1218.75
13.035208333333333,1218.75
13.056645833333333,1453.125
13.056833333333334,1875.0
13.077791666666666,1031.25
13.099104166666667,984.375
13.1204375,984.375
13.163104166666667,984.375
13.1844375,984.375
13.205854166666667,1171.875
13.2271875,1171.875
13.248520833333334,1171.875
13.269833333333333,1125.0
13.291145833333333,1078.125
13.312,0.0
13.33375,937.5
13.354666666666667,0.0
13.376458333333334,1031.25
13.397770833333333,984.375
13.419083333333333,937.5
13.440395833333334,890.625
13.4404375,984.375
13.462145833333333,1828.125
13.462208333333333,1968.75
13.483125,1031.25
13.483583333333334,2062.5
13.5044375,984.375
13.568666666666667,1500.0
13.632145833333333,328.125
13.674791666666666,281.25
13.739333333333333,1500.0
13.973458333333333,281.25
14.251020833333333,796.875
14.37875,187.5
14.400520833333333,1171.875
14.401125,2531.25
14.421854166666666,1171.875
14.464708333333334,1593.75
14.485916666666666,1312.5
14.507875,2718.75
14.571166666666667,1125.0
14.5925,1125.0
14.76375,2437.5
14.848645833333334,1453.125
14.869395833333334,140.625
14.9989375,3609.375
15.020270833333333,3609.375
15.083208333333333,1218.75
15.127229166666666,4265.625
15.189958333333333,1406.25
15.211833333333333,2625.0
15.253604166666667,609.375
15.340270833333333,3609.375
15.40375,2437.5
15.425083333333333,2437.5
15.488541666666666,1218.75
15.680479166666666,1078.125
15.766041666666666,1593.75
15.808708333333334,1593.75
15.829333333333333,0.0
15.9365,1125.0
16.021979166666668,1453.125
16.0858125,1078.125
16.107958333333332,2906.25
16.150520833333335,2671.875
16.192541666666667,1218.75
16.213875,1218.75
16.2351875,1171.875
16.256395833333332,890.625
16.2565,1125.0
16.277729166666667,890.625
16.2990625,890.625
16.299270833333335,1359.375
16.320395833333333,890.625
16.320604166666666,1359.375
16.341729166666667,890.625
16.3419375,1359.375
16.363270833333335,1359.375
16.384604166666666,1359.375
16.4059375,1359.375
16.427208333333333,1218.75
16.448395833333333,890.625
16.448541666666667,1218.75
16.469729166666667,890.625
16.469875,1218.75
16.4910625,890.625
16.491270833333335,1359.375
16.512395833333333,890.625
16.512604166666666,1359.375
16.5339375,1359.375
16.555145833333334,1078.125
16.557895833333333,7265.625
16.577083333333334,2437.5
16.598625,2906.25
16.6199375,2859.375
16.641270833333333,2859.375
16.662,1500.0
16.682666666666666,0.0
16.704645833333334,1453.125
16.705479166666667,3328.125
16.7259375,1359.375
16.981458333333332,281.25
17.024541666666668,1218.75
17.045875,1218.75
17.089916666666667,4312.5
17.11125,4312.5
17.280270833333333,609.375
17.408083333333334,187.5
17.430395833333332,2390.625
17.451729166666667,2390.625
17.4725,1125.0
17.621458333333333,281.25
17.6216875,796.875
17.707270833333332,1359.375
17.770666666666667,0.0
17.792541666666665,1218.75
17.877875,1218.75
17.963166666666666,1125.0
18.09075,187.5
18.1130625,2390.625
18.155145833333332,1078.125
18.2199375,2859.375
18.2830625,890.625
18.304395833333334,890.625
18.325458333333334,281.25
18.369916666666665,4312.5
18.391229166666665,4265.625
18.411104166666668,984.375
18.4320625,140.625
18.453854166666666,1171.875
18.496395833333334,890.625
18.539208333333335,1218.75
18.560479166666667,1078.125
18.6029375,609.375
18.624270833333334,609.375
18.752083333333335,187.5
18.774416666666667,2437.5
18.775854166666665,5671.875
18.79575,2437.5
18.7971875,5671.875
18.817166666666665,2625.0
19.051145833333333,1078.125
19.115145833333333,1078.125
19.136479166666668,1078.125
19.157770833333334,984.375
19.393270833333332,2859.375
19.43475,187.5
19.456479166666668,1078.125
19.478625,2906.25
19.499333333333333,1500.0
19.5419375,1359.375
19.563270833333334,1359.375
19.627729166666665,2390.625
19.649604166666666,3609.375
19.670958333333335,3656.25
19.691729166666665,2390.625
19.713833333333334,4125.0
19.733854166666667,1171.875
19.75658333333333,4312.5
19.777895833333332,4265.625
20.118395833333334,2390.625
