time,hz
8.333333333333333e-05,187.5
0.0002916666666666667,656.25
0.021729166666666667,890.625
0.02175,937.5
0.043,750.0
0.043166666666666666,1125.0
0.0644375,984.375
0.0856875,796.875
0.10710416666666667,984.375
0.12833333333333333,750.0
0.14972916666666666,890.625
0.14977083333333333,984.375
0.17114583333333333,1078.125
0.19247916666666667,1078.125
0.21377083333333333,984.375
0.235,750.0
0.23510416666666667,984.375
0.25627083333333334,609.375
0.2776458333333333,703.125
0.2990625,890.625
0.32027083333333334,609.375
0.34147916666666667,328.125
0.36404166666666665,3093.75
0.405875,1218.75
0.44816666666666666,375.0
0.5122291666666666,515.625
0.5552708333333334,1359.375
0.5761666666666667,375.0
0.6194791666666667,1828.125
0.6408125,1828.125
0.6621458333333333,1828.125
0.6625416666666667,2718.75
0.7041458333333334,328.125
0.7263541666666666,2296.875
0.7681458333333333,328.125
0.7682291666666666,515.625
0.7894375,234.375
0.7897291666666667,890.625
0.8108333333333333,375.0
0.832125,281.25
0.8545416666666666,2718.75
0.9388333333333333,375.0
0.9823541666666666,2296.875
1.0668125,328.125
1.0890833333333334,2437.5
1.1315833333333334,2062.5
1.1735208333333333,421.875
1.1948125,328.125
1.216125,281.25
1.280125,281.25
1.3015,375.0
1.3228125,328.125
1.3450833333333334,2437.5
1.36625,2062.5
1.3875833333333334,2062.5
1.4087083333333332,1593.75
1.4294791666666666,328.125
1.4509166666666666,562.5
1.5167083333333333,4593.75
1.5574583333333334,281.25
1.5796875,2296.875
1.6003125,703.125
1.6432708333333332,1359.375
1.643875,2718.75
1.6641666666666666,375.0
1.6861458333333332,1828.125
1.7074791666666667,1828.125
1.7707708333333334,234.375
1.7921458333333333,328.125
1.9201458333333334,328.125
2.0067083333333335,3093.75
2.0268333333333333,375.0
2.048125,281.25
2.070145833333333,1828.125
2.0704166666666666,2437.5
2.134145833333333,1828.125
2.1548125,328.125
2.1974375,234.375
2.2194791666666664,1828.125
2.2405416666666667,1218.75
2.261625,656.25
2.30475,1687.5
2.3895,375.0
2.4328125,1828.125
2.4754791666666667,1828.125
2.4968125,1828.125
2.5175,375.0
2.5608125,1828.125
2.6036875,2296.875
2.6454791666666666,328.125
2.6674583333333333,1781.25
2.6676875,2296.875
2.730770833333333,234.375
2.7310625,890.625
2.7521666666666667,375.0
2.773458333333333,281.25
2.7953333333333332,1500.0
2.8166875,1546.875
2.838020833333333,1546.875
2.8596875,2296.875
2.880145833333333,328.125
3.0081458333333333,328.125
3.0304166666666665,2437.5
3.0940208333333334,1546.875
3.1361458333333334,328.125
3.1574583333333335,281.25
3.17975,2437.5
3.2002291666666665,515.625
3.2214375,234.375
3.221875,1218.75
3.2428125,328.125
3.2641458333333335,328.125
3.3708125,328.125
3.4566041666666667,1359.375
3.4987916666666665,281.25
3.4992708333333336,1359.375
3.5206041666666668,1359.375
3.5212083333333335,2718.75
3.563875,2718.75
3.5848125,1828.125
3.5852291666666667,2765.625
3.6055,375.0
3.627479166666667,1828.125
3.6488125,1828.125
3.649208333333333,2718.75
3.690875,468.75
3.7126041666666665,1359.375
3.7334791666666667,328.125
3.7977291666666666,890.625
3.840333333333333,750.0
3.861458333333333,281.25
3.882791666666667,281.25
3.9042291666666666,515.625
3.926416666666667,2437.5
3.9474791666666667,1828.125
3.968166666666667,375.0
3.9894583333333333,281.25
4.011479166666667,1828.125
4.054416666666667,2437.5
4.075479166666667,1828.125
4.096145833333333,328.125
4.138770833333333,234.375
4.181479166666667,328.125
4.181604166666666,609.375
4.224145833333333,328.125
4.246416666666667,2437.5
4.266895833333334,515.625
4.3094375,234.375
4.352895833333333,2015.625
4.3737916666666665,1031.25
4.416458333333333,1031.25
4.437854166666667,1171.875
4.480541666666666,1218.75
4.5017708333333335,984.375
4.5227916666666665,281.25
4.5445,1125.0
4.5449166666666665,2062.5
4.565541666666666,468.75
4.587270833333333,1359.375
4.608625,1406.25
4.630333333333334,2250.0
4.673020833333333,2296.875
4.737333333333333,3000.0
4.758145833333334,1828.125
4.779875,2718.75
4.801229166666666,2765.625
4.9070833333333335,937.5
4.9710625,890.625
4.9928125,1828.125
5.01375,937.5
5.0350625,890.625
5.035083333333334,937.5
5.056166666666667,375.0
5.077458333333333,281.25
5.078145833333333,1828.125
5.099479166666667,1828.125
5.120166666666667,375.0
5.162770833333333,234.375
5.184145833333333,328.125
5.2269375,609.375
5.248458333333334,1031.25
5.269791666666666,1031.25
5.376520833333333,1171.875
5.397833333333334,1125.0
5.418854166666667,421.875
5.440541666666666,1218.75
5.461854166666667,1171.875
5.483125,1031.25
5.504458333333333,1031.25
5.5468125,328.125
5.5687291666666665,1640.625
5.611083333333333,937.5
5.6968125,1828.125
5.7175625,515.625
5.7601458333333335,328.125
5.760229166666667,515.625
5.8034791666666665,1828.125
5.8248125,1828.125
5.868458333333334,4031.25
5.889854166666667,4171.875
5.909520833333334,421.875
6.102541666666666,2718.75
6.1441875,421.875
6.293604166666666,609.375
6.336520833333333,1171.875
6.357833333333334,1125.0
6.379166666666666,1125.0
6.400104166666667,234.375
