time,hz
0.021479166666666667,328.125
0.0428125,328.125
0.06416666666666666,375.0
0.08708333333333333,3937.5
0.10754166666666666,1968.75
0.108375,3843.75
0.12885416666666666,1921.875
0.12970833333333334,3843.75
0.15020833333333333,1968.75
0.152,6000.0
0.17239583333333333,3890.625
0.192875,1968.75
0.19372916666666667,3890.625
0.21508333333333332,3937.5
0.2356875,2296.875
0.23639583333333333,3890.625
0.25704166666666667,2343.75
0.2783541666666667,2296.875
0.27927083333333336,4359.375
0.29954166666666665,1968.75
0.3003958333333333,3890.625
0.32129166666666664,2906.25
0.32258333333333333,5812.5
0.342625,2906.25
0.34391666666666665,5812.5
0.36395833333333333,2906.25
0.36525,5812.5
0.38529166666666664,2906.25
0.38658333333333333,5812.5
0.406625,2906.25
0.40727083333333336,4359.375
0.42795833333333333,2906.25
0.4286041666666667,4359.375
0.449625,3656.25
0.47008333333333335,1687.5
0.4709583333333333,3656.25
0.4913958333333333,1640.625
0.4926041666666667,4359.375
0.51375,3937.5
0.5341666666666667,1875.0
0.5350416666666666,3843.75
0.5555416666666667,1968.75
0.5564166666666667,3937.5
0.5777291666666666,3890.625
0.5982083333333333,1968.75
0.5990625,3890.625
0.6195416666666667,1968.75
0.620375,3843.75
0.6410416666666666,2343.75
0.6417291666666667,3890.625
0.662375,2343.75
0.6634166666666667,4687.5
0.6843958333333333,3890.625
0.70575,3937.5
0.726625,2906.25
0.7270833333333333,3937.5
0.7492708333333333,5859.375
0.7697291666666667,3890.625
0.7906458333333334,2953.125
0.7919375,5859.375
0.8119583333333333,2906.25
0.8132916666666666,5906.25
0.8326458333333333,1453.125
0.8332708333333333,2859.375
0.854625,2906.25
0.8553333333333333,4500.0
0.8759583333333333,2906.25
0.8772916666666667,5906.25
0.8972916666666667,2906.25
0.8986041666666666,5859.375
0.9190833333333334,3937.5
0.9395416666666667,1968.75
0.9404166666666667,3937.5
0.960875,1968.75
0.96175,3937.5
0.982875,3468.75
0.9830833333333333,3937.5
1.0035416666666668,1968.75
1.0043958333333334,3890.625
1.024875,1968.75
1.0257083333333334,3843.75
1.0473958333333333,4640.625
1.0687291666666667,4640.625
1.0897291666666666,3890.625
1.1106458333333333,2953.125
1.1110625,3890.625
1.1319791666666668,2953.125
